school_name,grade,average_math_level,average_ela_level,district,lat,long,city,zip,grade_low,grade_high,econ_need_index,perc_ell,perc_asian,perc_black,perc_hispanic,perc_white,perc_attendance,perc_chron_absent,perc_rigorous_instruction,perc_collaborative_teachers,perc_supportive_environment,perc_effective_leadership,perc_community_ties,perc_trust,grades,n_grades,in_manhattan
P.S. 049 Dorothy Bonawit Kole,6,2.8125,2.728682171,24,40.719567,-73.875493,QUEENS,11379,0K,8,0.348,7,16,0,25,57,96,9,92,93,88,86,81,94,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 049 Dorothy Bonawit Kole,7,2.628787879,2.72519084,24,40.719567,-73.875493,QUEENS,11379,0K,8,0.348,7,16,0,25,57,96,9,92,93,88,86,81,94,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 049 Dorothy Bonawit Kole,8,2.730769231,2.796116505,24,40.719567,-73.875493,QUEENS,11379,0K,8,0.348,7,16,0,25,57,96,9,92,93,88,86,81,94,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 58 - The School of Heroes,3,2.315789474,2.513513514,24,40.728517,-73.890638,QUEENS,11378,PK,6,0.453,14,38,2,38,21,95,13,86,72,91,57,79,76,"PK,0K,01,02,03,04,05,06",8,No
P.S. 58 - The School of Heroes,4,2.669117647,2.619402985,24,40.728517,-73.890638,QUEENS,11378,PK,6,0.453,14,38,2,38,21,95,13,86,72,91,57,79,76,"PK,0K,01,02,03,04,05,06",8,No
P.S. 58 - The School of Heroes,5,2.551181102,2.468253968,24,40.728517,-73.890638,QUEENS,11378,PK,6,0.453,14,38,2,38,21,95,13,86,72,91,57,79,76,"PK,0K,01,02,03,04,05,06",8,No
P.S. 58 - The School of Heroes,6,2.916666667,2.428571429,24,40.728517,-73.890638,QUEENS,11378,PK,6,0.453,14,38,2,38,21,95,13,86,72,91,57,79,76,"PK,0K,01,02,03,04,05,06",8,No
I.S. 061 Leonardo Da Vinci,6,2.026315789,1.954041204,24,40.741898,-73.862886,QUEENS,11368,6,8,0.748,28,6,3,89,1,95,14,85,85,87,78,74,90,"06,07,08",3,No
I.S. 061 Leonardo Da Vinci,7,1.911888112,1.946980854,24,40.741898,-73.862886,QUEENS,11368,6,8,0.748,28,6,3,89,1,95,14,85,85,87,78,74,90,"06,07,08",3,No
I.S. 061 Leonardo Da Vinci,8,1.602254428,2.020188425,24,40.741898,-73.862886,QUEENS,11368,6,8,0.748,28,6,3,89,1,95,14,85,85,87,78,74,90,"06,07,08",3,No
P.S. 068 Cambridge,3,2.298387097,2.286885246,24,40.696961,-73.897372,QUEENS,11385,PK,5,0.697,19,4,3,83,9,94,20,86,84,91,75,78,89,"PK,0K,01,02,03,04,05",7,No
P.S. 068 Cambridge,4,2.028846154,1.990384615,24,40.696961,-73.897372,QUEENS,11385,PK,5,0.697,19,4,3,83,9,94,20,86,84,91,75,78,89,"PK,0K,01,02,03,04,05",7,No
P.S. 068 Cambridge,5,2.175925926,2.2,24,40.696961,-73.897372,QUEENS,11385,PK,5,0.697,19,4,3,83,9,94,20,86,84,91,75,78,89,"PK,0K,01,02,03,04,05",7,No
P.S. 071 Forest,3,2.244444444,2.134328358,24,40.711388,-73.904798,QUEENS,11385,0K,5,0.658,15,3,1,58,37,93,22,93,91,95,84,84,95,"0K,01,02,03,04,05",6,No
P.S. 071 Forest,4,2.755395683,2.592592593,24,40.711388,-73.904798,QUEENS,11385,0K,5,0.658,15,3,1,58,37,93,22,93,91,95,84,84,95,"0K,01,02,03,04,05",6,No
P.S. 071 Forest,5,2.391666667,2.084033613,24,40.711388,-73.904798,QUEENS,11385,0K,5,0.658,15,3,1,58,37,93,22,93,91,95,84,84,95,"0K,01,02,03,04,05",6,No
I.S. 73 - The Frank Sansivieri Intermediate School,6,2.640939597,2.227670753,24,40.728558,-73.893318,QUEENS,11378,6,8,0.573,15,27,1,59,13,95,12,85,86,79,79,71,91,"06,07,08",3,No
I.S. 73 - The Frank Sansivieri Intermediate School,7,2.458509142,2.396848138,24,40.728558,-73.893318,QUEENS,11378,6,8,0.573,15,27,1,59,13,95,12,85,86,79,79,71,91,"06,07,08",3,No
I.S. 73 - The Frank Sansivieri Intermediate School,8,2.590138675,2.552631579,24,40.728558,-73.893318,QUEENS,11378,6,8,0.573,15,27,1,59,13,95,12,85,86,79,79,71,91,"06,07,08",3,No
I.S. 077,6,1.978395062,1.889967638,24,40.699101,-73.902147,QUEENS,11385,6,8,0.687,22,10,3,76,11,93,22,81,90,82,81,69,91,"06,07,08",3,No
I.S. 077,7,1.693333333,1.826530612,24,40.699101,-73.902147,QUEENS,11385,6,8,0.687,22,10,3,76,11,93,22,81,90,82,81,69,91,"06,07,08",3,No
I.S. 077,8,1.612781955,1.966049383,24,40.699101,-73.902147,QUEENS,11385,6,8,0.687,22,10,3,76,11,93,22,81,90,82,81,69,91,"06,07,08",3,No
P.S. 81Q Jean Paul Richter,3,2.390625,2.32,24,40.703942,-73.911885,QUEENS,11385,0K,5,0.825,22,6,1,87,5,96,9,86,88,91,84,81,94,"0K,01,02,03,04,05",6,No
P.S. 81Q Jean Paul Richter,4,2.564885496,2.325581395,24,40.703942,-73.911885,QUEENS,11385,0K,5,0.825,22,6,1,87,5,96,9,86,88,91,84,81,94,"0K,01,02,03,04,05",6,No
P.S. 81Q Jean Paul Richter,5,2.229885057,1.941176471,24,40.703942,-73.911885,QUEENS,11385,0K,5,0.825,22,6,1,87,5,96,9,86,88,91,84,81,94,"0K,01,02,03,04,05",6,No
P.S. 088 Seneca,3,2.358974359,2.248366013,24,40.704105,-73.896437,QUEENS,11385,PK,5,0.607,16,6,2,52,40,94,20,89,93,94,82,84,95,"PK,0K,01,02,03,04,05",7,No
P.S. 088 Seneca,4,2.18128655,2.222891566,24,40.704105,-73.896437,QUEENS,11385,PK,5,0.607,16,6,2,52,40,94,20,89,93,94,82,84,95,"PK,0K,01,02,03,04,05",7,No
P.S. 088 Seneca,5,1.875776398,2,24,40.704105,-73.896437,QUEENS,11385,PK,5,0.607,16,6,2,52,40,94,20,89,93,94,82,84,95,"PK,0K,01,02,03,04,05",7,No
P.S. 089 Elmhurst,3,2.22739726,2.148876404,24,40.745963,-73.879641,QUEENS,11373,0K,5,0.708,41,21,0,77,1,96,6,84,82,87,76,79,88,"0K,01,02,03,04,05",6,No
P.S. 089 Elmhurst,4,2.391975309,2.570532915,24,40.745963,-73.879641,QUEENS,11373,0K,5,0.708,41,21,0,77,1,96,6,84,82,87,76,79,88,"0K,01,02,03,04,05",6,No
P.S. 089 Elmhurst,5,2.240506329,2.229508197,24,40.745963,-73.879641,QUEENS,11373,0K,5,0.708,41,21,0,77,1,96,6,84,82,87,76,79,88,"0K,01,02,03,04,05",6,No
P.S. 091 Richard Arkwright,3,2.345794393,2.314285714,24,40.703503,-73.883995,QUEENS,11385,0K,5,0.555,10,4,3,49,44,93,22,94,90,90,80,83,94,"0K,01,02,03,04,05",6,No
P.S. 091 Richard Arkwright,4,2.196261682,2.226415094,24,40.703503,-73.883995,QUEENS,11385,0K,5,0.555,10,4,3,49,44,93,22,94,90,90,80,83,94,"0K,01,02,03,04,05",6,No
P.S. 091 Richard Arkwright,5,2.091743119,2.126126126,24,40.703503,-73.883995,QUEENS,11385,0K,5,0.555,10,4,3,49,44,93,22,94,90,90,80,83,94,"0K,01,02,03,04,05",6,No
I.S. 093 Ridgewood,6,2.178977273,2.201754386,24,40.705609,-73.903057,QUEENS,11385,6,8,0.675,15,10,1,71,17,95,16,84,81,84,73,71,90,"06,07,08",3,No
I.S. 093 Ridgewood,7,2.28238342,2.239361702,24,40.705609,-73.903057,QUEENS,11385,6,8,0.675,15,10,1,71,17,95,16,84,81,84,73,71,90,"06,07,08",3,No
I.S. 093 Ridgewood,8,2.034722222,2.329376855,24,40.705609,-73.903057,QUEENS,11385,6,8,0.675,15,10,1,71,17,95,16,84,81,84,73,71,90,"06,07,08",3,No
P.S. 102 Bayview,3,2.506329114,2.438709677,24,40.733033,-73.878243,QUEENS,11373,0K,8,0.535,13,60,3,33,3,96,13,91,89,94,82,80,91,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 102 Bayview,4,2.525641026,2.523178808,24,40.733033,-73.878243,QUEENS,11373,0K,8,0.535,13,60,3,33,3,96,13,91,89,94,82,80,91,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 102 Bayview,5,2.520958084,2.31097561,24,40.733033,-73.878243,QUEENS,11373,0K,8,0.535,13,60,3,33,3,96,13,91,89,94,82,80,91,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 102 Bayview,6,2.612244898,2.859060403,24,40.733033,-73.878243,QUEENS,11373,0K,8,0.535,13,60,3,33,3,96,13,91,89,94,82,80,91,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 102 Bayview,7,3.008849558,2.876106195,24,40.733033,-73.878243,QUEENS,11373,0K,8,0.535,13,60,3,33,3,96,13,91,89,94,82,80,91,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 102 Bayview,8,2.920353982,2.769911504,24,40.733033,-73.878243,QUEENS,11373,0K,8,0.535,13,60,3,33,3,96,13,91,89,94,82,80,91,"0K,01,02,03,04,05,06,07,08",9,No
P.S./I.S. 113 Anthony J. Pranzo,3,2.79787234,2.440860215,24,40.705476,-73.861493,QUEENS,11385,0K,8,0.263,4,5,1,40,52,96,9,94,93,92,87,80,92,"0K,01,02,03,04,05,06,07,08",9,No
P.S./I.S. 113 Anthony J. Pranzo,4,2.863157895,2.821052632,24,40.705476,-73.861493,QUEENS,11385,0K,8,0.263,4,5,1,40,52,96,9,94,93,92,87,80,92,"0K,01,02,03,04,05,06,07,08",9,No
P.S./I.S. 113 Anthony J. Pranzo,5,2.682242991,2.551401869,24,40.705476,-73.861493,QUEENS,11385,0K,8,0.263,4,5,1,40,52,96,9,94,93,92,87,80,92,"0K,01,02,03,04,05,06,07,08",9,No
P.S./I.S. 113 Anthony J. Pranzo,6,3.067669173,2.572519084,24,40.705476,-73.861493,QUEENS,11385,0K,8,0.263,4,5,1,40,52,96,9,94,93,92,87,80,92,"0K,01,02,03,04,05,06,07,08",9,No
P.S./I.S. 113 Anthony J. Pranzo,7,2.525862069,2.681034483,24,40.705476,-73.861493,QUEENS,11385,0K,8,0.263,4,5,1,40,52,96,9,94,93,92,87,80,92,"0K,01,02,03,04,05,06,07,08",9,No
P.S./I.S. 113 Anthony J. Pranzo,8,2.636363636,2.918181818,24,40.705476,-73.861493,QUEENS,11385,0K,8,0.263,4,5,1,40,52,96,9,94,93,92,87,80,92,"0K,01,02,03,04,05,06,07,08",9,No
I.S. 119 The Glendale,3,3.268817204,3.086021505,24,40.705187,-73.875073,QUEENS,11385,6,8,0.436,4,25,1,30,42,95,13,89,87,84,83,75,87,"06,07,08",3,No
I.S. 119 The Glendale,4,2.775862069,2.625,24,40.705187,-73.875073,QUEENS,11385,6,8,0.436,4,25,1,30,42,95,13,89,87,84,83,75,87,"06,07,08",3,No
I.S. 119 The Glendale,6,2.940639269,2.790909091,24,40.705187,-73.875073,QUEENS,11385,6,8,0.436,4,25,1,30,42,95,13,89,87,84,83,75,87,"06,07,08",3,No
I.S. 119 The Glendale,7,2.92139738,2.823788546,24,40.705187,-73.875073,QUEENS,11385,6,8,0.436,4,25,1,30,42,95,13,89,87,84,83,75,87,"06,07,08",3,No
I.S. 119 The Glendale,8,2.208695652,3.089361702,24,40.705187,-73.875073,QUEENS,11385,6,8,0.436,4,25,1,30,42,95,13,89,87,84,83,75,87,"06,07,08",3,No
I.S. 125 Thom J. McCann Woodside,6,2.40625,2.083086053,24,40.740452,-73.918762,QUEENS,11377,6,8,0.615,15,40,1,53,5,96,10,90,91,88,84,73,93,"06,07,08",3,No
I.S. 125 Thom J. McCann Woodside,7,2.233791749,2.30260521,24,40.740452,-73.918762,QUEENS,11377,6,8,0.615,15,40,1,53,5,96,10,90,91,88,84,73,93,"06,07,08",3,No
I.S. 125 Thom J. McCann Woodside,8,2.023054755,2.378881988,24,40.740452,-73.918762,QUEENS,11377,6,8,0.615,15,40,1,53,5,96,10,90,91,88,84,73,93,"06,07,08",3,No
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",3,2.869565217,2.796460177,24,40.715005,-73.885974,QUEENS,11379,0K,8,0.18,4,3,1,20,76,96,4,94,90,86,83,86,92,"0K,01,02,03,04,05,06,07,08",9,No
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",4,2.949579832,3.151260504,24,40.715005,-73.885974,QUEENS,11379,0K,8,0.18,4,3,1,20,76,96,4,94,90,86,83,86,92,"0K,01,02,03,04,05,06,07,08",9,No
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",5,2.659574468,2.642105263,24,40.715005,-73.885974,QUEENS,11379,0K,8,0.18,4,3,1,20,76,96,4,94,90,86,83,86,92,"0K,01,02,03,04,05,06,07,08",9,No
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",6,2.778846154,3.019417476,24,40.715005,-73.885974,QUEENS,11379,0K,8,0.18,4,3,1,20,76,96,4,94,90,86,83,86,92,"0K,01,02,03,04,05,06,07,08",9,No
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",7,2.835294118,2.735632184,24,40.715005,-73.885974,QUEENS,11379,0K,8,0.18,4,3,1,20,76,96,4,94,90,86,83,86,92,"0K,01,02,03,04,05,06,07,08",9,No
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",8,2.035087719,2.978021978,24,40.715005,-73.885974,QUEENS,11379,0K,8,0.18,4,3,1,20,76,96,4,94,90,86,83,86,92,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 143 Louis Armstrong,3,1.823188406,1.770833333,24,40.755393,-73.855715,QUEENS,11368,0K,5,0.815,48,5,2,93,1,95,15,83,77,87,61,81,86,"0K,01,02,03,04,05",6,No
P.S. 143 Louis Armstrong,4,1.883435583,1.8170347,24,40.755393,-73.855715,QUEENS,11368,0K,5,0.815,48,5,2,93,1,95,15,83,77,87,61,81,86,"0K,01,02,03,04,05",6,No
P.S. 143 Louis Armstrong,5,1.754789272,1.527777778,24,40.755393,-73.855715,QUEENS,11368,0K,5,0.815,48,5,2,93,1,95,15,83,77,87,61,81,86,"0K,01,02,03,04,05",6,No
P.S. 153 Maspeth Elem,3,2.933333333,2.644329897,24,40.716296,-73.904463,QUEENS,11378,PK,6,0.494,10,7,1,45,46,95,14,91,92,93,87,83,94,"PK,0K,01,02,03,04,05,06",8,No
P.S. 153 Maspeth Elem,4,2.847368421,2.763157895,24,40.716296,-73.904463,QUEENS,11378,PK,6,0.494,10,7,1,45,46,95,14,91,92,93,87,83,94,"PK,0K,01,02,03,04,05,06",8,No
P.S. 153 Maspeth Elem,5,2.5,2.408376963,24,40.716296,-73.904463,QUEENS,11378,PK,6,0.494,10,7,1,45,46,95,14,91,92,93,87,83,94,"PK,0K,01,02,03,04,05,06",8,No
P.S. 153 Maspeth Elem,6,2.546099291,2.478571429,24,40.716296,-73.904463,QUEENS,11378,PK,6,0.494,10,7,1,45,46,95,14,91,92,93,87,83,94,"PK,0K,01,02,03,04,05,06",8,No
P.S. 199 Maurice A. Fitzgerald,3,2.267676768,2.281081081,24,40.739831,-73.926081,QUEENS,11104,0K,5,0.648,37,32,1,59,7,95,12,85,84,92,77,78,91,"0K,01,02,03,04,05",6,No
P.S. 199 Maurice A. Fitzgerald,4,2.194871795,2.259067358,24,40.739831,-73.926081,QUEENS,11104,0K,5,0.648,37,32,1,59,7,95,12,85,84,92,77,78,91,"0K,01,02,03,04,05",6,No
P.S. 199 Maurice A. Fitzgerald,5,2.295081967,2.225988701,24,40.739831,-73.926081,QUEENS,11104,0K,5,0.648,37,32,1,59,7,95,12,85,84,92,77,78,91,"0K,01,02,03,04,05",6,No
P.S. 229 Emanuel Kaplan,3,2.892018779,2.625592417,24,40.734682,-73.897108,QUEENS,11377,0K,5,0.49,8,35,2,39,23,96,10,87,93,95,87,82,97,"0K,01,02,03,04,05",6,No
P.S. 229 Emanuel Kaplan,4,3.158139535,2.928571429,24,40.734682,-73.897108,QUEENS,11377,0K,5,0.49,8,35,2,39,23,96,10,87,93,95,87,82,97,"0K,01,02,03,04,05",6,No
P.S. 229 Emanuel Kaplan,5,2.785,2.536082474,24,40.734682,-73.897108,QUEENS,11377,0K,5,0.49,8,35,2,39,23,96,10,87,93,95,87,82,97,"0K,01,02,03,04,05",6,No
P.S. 239,3,2.091954023,2.035714286,24,40.699431,-73.903838,QUEENS,11385,PK,5,0.796,27,13,2,75,9,94,19,83,86,87,79,79,94,"PK,0K,01,02,03,04,05",7,No
P.S. 239,4,2.095238095,2.176470588,24,40.699431,-73.903838,QUEENS,11385,PK,5,0.796,27,13,2,75,9,94,19,83,86,87,79,79,94,"PK,0K,01,02,03,04,05",7,No
P.S. 239,5,2.019417476,1.843137255,24,40.699431,-73.903838,QUEENS,11385,PK,5,0.796,27,13,2,75,9,94,19,83,86,87,79,79,94,"PK,0K,01,02,03,04,05",7,No
A.C.E. Academy for Scholars at the Geraldine Ferra,3,2.898305085,2.859649123,24,40.71303,-73.908307,QUEENS,11385,0K,5,0.487,8,20,3,47,27,95,11,90,88,94,75,83,89,"0K,01,02,03,04,05",6,No
A.C.E. Academy for Scholars at the Geraldine Ferra,4,3.1375,2.666666667,24,40.71303,-73.908307,QUEENS,11385,0K,5,0.487,8,20,3,47,27,95,11,90,88,94,75,83,89,"0K,01,02,03,04,05",6,No
A.C.E. Academy for Scholars at the Geraldine Ferra,5,2.579710145,2.573529412,24,40.71303,-73.908307,QUEENS,11385,0K,5,0.487,8,20,3,47,27,95,11,90,88,94,75,83,89,"0K,01,02,03,04,05",6,No
Pioneer Academy,3,2.12804878,1.854545455,24,40.749175,-73.865787,QUEENS,11368,PK,5,0.787,40,3,1,94,1,97,4,89,86,93,78,83,88,"PK,0K,01,02,03,04,05",7,No
Pioneer Academy,4,2.035502959,2.078787879,24,40.749175,-73.865787,QUEENS,11368,PK,5,0.787,40,3,1,94,1,97,4,89,86,93,78,83,88,"PK,0K,01,02,03,04,05",7,No
Pioneer Academy,5,2.097560976,1.96875,24,40.749175,-73.865787,QUEENS,11368,PK,5,0.787,40,3,1,94,1,97,4,89,86,93,78,83,88,"PK,0K,01,02,03,04,05",7,No
P.S. 330,3,2.744680851,2.204301075,24,40.757888,-73.859202,QUEENS,11368,0K,5,0.785,27,9,2,87,1,95,12,89,87,92,81,82,90,"0K,01,02,03,04,05",6,No
P.S. 330,4,1.971830986,1.914285714,24,40.757888,-73.859202,QUEENS,11368,0K,5,0.785,27,9,2,87,1,95,12,89,87,92,81,82,90,"0K,01,02,03,04,05",6,No
P.S. 330,5,1.991735537,1.806722689,24,40.757888,-73.859202,QUEENS,11368,0K,5,0.785,27,9,2,87,1,95,12,89,87,92,81,82,90,"0K,01,02,03,04,05",6,No
"Robert F. Wagner, Jr. Secondary School for Arts an",6,3,2.952380952,24,40.742217,-73.936442,QUEENS,11101,7,12,0.513,4,22,5,61,12,96,4,91,90,87,86,68,91,"07,08,09,10,11,12",6,No
"Robert F. Wagner, Jr. Secondary School for Arts an",7,3.071428571,2.857142857,24,40.742217,-73.936442,QUEENS,11101,7,12,0.513,4,22,5,61,12,96,4,91,90,87,86,68,91,"07,08,09,10,11,12",6,No
The 51 Avenue Academy (The Path To Academic Excell,4,2.777292576,2.576576577,24,40.737222,-73.887011,QUEENS,11373,4,5,0.636,27,60,1,38,2,98,3,91,91,97,83,76,93,"04,05",2,No
The 51 Avenue Academy (The Path To Academic Excell,5,2.877470356,2.463414634,24,40.737222,-73.887011,QUEENS,11373,4,5,0.636,27,60,1,38,2,98,3,91,91,97,83,76,93,"04,05",2,No
P.S. 020 John Bowne,3,2.849765258,2.45049505,25,40.758347,-73.824388,QUEENS,11355,PK,5,0.679,31,75,3,19,1,97,7,89,89,91,83,81,93,"PK,0K,01,02,03,04,05",7,No
P.S. 020 John Bowne,4,2.93442623,2.485106383,25,40.758347,-73.824388,QUEENS,11355,PK,5,0.679,31,75,3,19,1,97,7,89,89,91,83,81,93,"PK,0K,01,02,03,04,05",7,No
P.S. 020 John Bowne,5,3.025974026,2.389908257,25,40.758347,-73.824388,QUEENS,11355,PK,5,0.679,31,75,3,19,1,97,7,89,89,91,83,81,93,"PK,0K,01,02,03,04,05",7,No
P.S. 021 Edward Hart,3,2.954954955,2.644859813,25,40.774134,-73.818581,QUEENS,11354,PK,5,0.481,19,62,1,29,7,96,8,90,94,94,87,82,95,"PK,0K,01,02,03,04,05",7,No
P.S. 021 Edward Hart,4,2.883495146,2.814070352,25,40.774134,-73.818581,QUEENS,11354,PK,5,0.481,19,62,1,29,7,96,8,90,94,94,87,82,95,"PK,0K,01,02,03,04,05",7,No
P.S. 021 Edward Hart,5,2.894736842,2.682926829,25,40.774134,-73.818581,QUEENS,11354,PK,5,0.481,19,62,1,29,7,96,8,90,94,94,87,82,95,"PK,0K,01,02,03,04,05",7,No
P.S. 022 Thomas Jefferson,3,2.955555556,2.441860465,25,40.761744,-73.811373,QUEENS,11355,PK,5,0.606,45,60,0,36,3,96,8,93,91,94,87,84,93,"PK,0K,01,02,03,04,05",7,No
P.S. 022 Thomas Jefferson,4,3.006896552,2.684615385,25,40.761744,-73.811373,QUEENS,11355,PK,5,0.606,45,60,0,36,3,96,8,93,91,94,87,84,93,"PK,0K,01,02,03,04,05",7,No
P.S. 022 Thomas Jefferson,5,2.924242424,2.699186992,25,40.761744,-73.811373,QUEENS,11355,PK,5,0.606,45,60,0,36,3,96,8,93,91,94,87,84,93,"PK,0K,01,02,03,04,05",7,No
P.S. 024 Andrew Jackson,3,3.005347594,2.570588235,25,40.751972,-73.8181,QUEENS,11355,PK,5,0.544,40,85,3,10,1,97,7,89,87,93,75,82,87,"PK,0K,01,02,03,04,05",7,No
P.S. 024 Andrew Jackson,4,3.005181347,2.644808743,25,40.751972,-73.8181,QUEENS,11355,PK,5,0.544,40,85,3,10,1,97,7,89,87,93,75,82,87,"PK,0K,01,02,03,04,05",7,No
P.S. 024 Andrew Jackson,5,3.212765957,2.624309392,25,40.751972,-73.8181,QUEENS,11355,PK,5,0.544,40,85,3,10,1,97,7,89,87,93,75,82,87,"PK,0K,01,02,03,04,05",7,No
I.S. 025 Adrien Block,6,2.844290657,2.629090909,25,40.764884,-73.789365,QUEENS,11358,6,8,0.336,10,50,1,24,24,97,6,87,85,85,75,69,87,"06,07,08",3,No
I.S. 025 Adrien Block,7,2.763157895,2.622568093,25,40.764884,-73.789365,QUEENS,11358,6,8,0.336,10,50,1,24,24,97,6,87,85,85,75,69,87,"06,07,08",3,No
I.S. 025 Adrien Block,8,2.828685259,2.842975207,25,40.764884,-73.789365,QUEENS,11358,6,8,0.336,10,50,1,24,24,97,6,87,85,85,75,69,87,"06,07,08",3,No
P.S. 029 Queens,3,2.2,2.026548673,25,40.778029,-73.842967,QUEENS,11356,PK,5,0.581,26,29,2,57,12,94,16,95,92,97,83,82,94,"PK,0K,01,02,03,04,05",7,No
P.S. 029 Queens,4,2.649122807,2.5,25,40.778029,-73.842967,QUEENS,11356,PK,5,0.581,26,29,2,57,12,94,16,95,92,97,83,82,94,"PK,0K,01,02,03,04,05",7,No
P.S. 029 Queens,5,2.254098361,2.152542373,25,40.778029,-73.842967,QUEENS,11356,PK,5,0.581,26,29,2,57,12,94,16,95,92,97,83,82,94,"PK,0K,01,02,03,04,05",7,No
P.S. 032 State Street,3,3.150684932,2.73943662,25,40.765459,-73.794323,QUEENS,11358,PK,5,0.411,12,66,1,19,12,96,7,94,97,95,94,88,98,"PK,0K,01,02,03,04,05",7,No
P.S. 032 State Street,4,3.280254777,2.896103896,25,40.765459,-73.794323,QUEENS,11358,PK,5,0.411,12,66,1,19,12,96,7,94,97,95,94,88,98,"PK,0K,01,02,03,04,05",7,No
P.S. 032 State Street,5,3.094339623,2.838709677,25,40.765459,-73.794323,QUEENS,11358,PK,5,0.411,12,66,1,19,12,96,7,94,97,95,94,88,98,"PK,0K,01,02,03,04,05",7,No
P.S. 079 Francis Lewis,3,2.877192982,2.881656805,25,40.786201,-73.817338,QUEENS,11357,PK,5,0.269,7,44,1,20,33,96,9,96,97,99,91,85,97,"PK,0K,01,02,03,04,05",7,No
P.S. 079 Francis Lewis,4,3.074285714,2.905325444,25,40.786201,-73.817338,QUEENS,11357,PK,5,0.269,7,44,1,20,33,96,9,96,97,99,91,85,97,"PK,0K,01,02,03,04,05",7,No
P.S. 079 Francis Lewis,5,2.86013986,2.587412587,25,40.786201,-73.817338,QUEENS,11357,PK,5,0.269,7,44,1,20,33,96,9,96,97,99,91,85,97,"PK,0K,01,02,03,04,05",7,No
P.S. 107 Thomas A Dooley,3,2.375,2.212328767,25,40.755364,-73.799476,QUEENS,11358,PK,5,0.426,20,51,1,32,14,96,12,82,80,91,65,85,83,"PK,0K,01,02,03,04,05",7,No
P.S. 107 Thomas A Dooley,4,2.65248227,2.573529412,25,40.755364,-73.799476,QUEENS,11358,PK,5,0.426,20,51,1,32,14,96,12,82,80,91,65,85,83,"PK,0K,01,02,03,04,05",7,No
P.S. 107 Thomas A Dooley,5,2.837662338,2.455782313,25,40.755364,-73.799476,QUEENS,11358,PK,5,0.426,20,51,1,32,14,96,12,82,80,91,65,85,83,"PK,0K,01,02,03,04,05",7,No
P.S. 120 Queens,3,2.704663212,2.155080214,25,40.745215,-73.828674,QUEENS,11355,PK,5,0.606,39,83,1,15,2,97,8,91,83,93,76,76,84,"PK,0K,01,02,03,04,05",7,No
P.S. 120 Queens,4,2.6875,2.348993289,25,40.745215,-73.828674,QUEENS,11355,PK,5,0.606,39,83,1,15,2,97,8,91,83,93,76,76,84,"PK,0K,01,02,03,04,05",7,No
P.S. 120 Queens,5,2.777777778,2.232258065,25,40.745215,-73.828674,QUEENS,11355,PK,5,0.606,39,83,1,15,2,97,8,91,83,93,76,76,84,"PK,0K,01,02,03,04,05",7,No
P.S. 129 Patricia Larkin,3,3.016216216,2.519337017,25,40.789926,-73.839505,QUEENS,11356,PK,5,0.454,14,31,2,51,15,94,16,94,97,97,94,85,98,"PK,0K,01,02,03,04,05",7,No
P.S. 129 Patricia Larkin,4,2.9125,2.743589744,25,40.789926,-73.839505,QUEENS,11356,PK,5,0.454,14,31,2,51,15,94,16,94,97,97,94,85,98,"PK,0K,01,02,03,04,05",7,No
P.S. 129 Patricia Larkin,5,2.813253012,2.462962963,25,40.789926,-73.839505,QUEENS,11356,PK,5,0.454,14,31,2,51,15,94,16,94,97,97,94,85,98,"PK,0K,01,02,03,04,05",7,No
P.S. 154 Queens,3,2.745283019,2.485148515,25,40.726473,-73.80775,QUEENS,11366,PK,5,0.549,24,55,8,23,13,95,12,96,91,96,89,83,94,"PK,0K,01,02,03,04,05",7,No
P.S. 154 Queens,4,2.504065041,2.495575221,25,40.726473,-73.80775,QUEENS,11366,PK,5,0.549,24,55,8,23,13,95,12,96,91,96,89,83,94,"PK,0K,01,02,03,04,05",7,No
P.S. 154 Queens,5,2.75,2.418032787,25,40.726473,-73.80775,QUEENS,11366,PK,5,0.549,24,55,8,23,13,95,12,96,91,96,89,83,94,"PK,0K,01,02,03,04,05",7,No
P.S. 163 Flushing Heights,3,3.081632653,2.720430108,25,40.741107,-73.808765,QUEENS,11365,PK,5,0.478,45,79,3,15,2,97,7,94,95,95,90,81,98,"PK,0K,01,02,03,04,05",7,No
P.S. 163 Flushing Heights,4,3.285714286,2.808510638,25,40.741107,-73.808765,QUEENS,11365,PK,5,0.478,45,79,3,15,2,97,7,94,95,95,90,81,98,"PK,0K,01,02,03,04,05",7,No
